[2016-02-17 10:49:02,899][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:25,004][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.002) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`id` = 3; args=(3,)
[2016-02-17 11:00:25,005][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:25,005][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:25,006][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:25,007][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:25,007][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:25'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:25')
[2016-02-17 11:00:25,007][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:24'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:24')
[2016-02-17 11:00:25,009][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:25,009][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:25,010][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1067; args=(1067,)
[2016-02-17 11:00:25,012][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:00:25,013][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1067 LIMIT 1; args=(1067,)
[2016-02-17 11:00:25,014][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:00:25,016][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE (`cmdb_logger`.`status` = 0 AND `cmdb_logger`.`task_id` = 1067); args=(0, 1067)
[2016-02-17 11:00:25,016][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1067; args=(1067,)
[2016-02-17 11:00:25,017][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`id` = 1; args=(1,)
[2016-02-17 11:00:25,018][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`id` = 2; args=(2,)
[2016-02-17 11:00:25,019][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`id` = 3; args=(3,)
[2016-02-17 11:00:27,462][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:27,463][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:27,463][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:27'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:27')
[2016-02-17 11:00:27,464][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:27,465][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:00:32,917][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:32,918][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:32,918][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:32'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:32')
[2016-02-17 11:00:32,919][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:32,920][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) INSERT INTO `cmdb_tasklog` (`task_type`, `total_count`, `complete_count`) VALUES (NULL, 0, 0); args=[None, 0, 0]
[2016-02-17 11:00:32,946][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:00:32,947][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_app` SET `app_name` = 'test1', `upload_path` = '/opt/xebestv2/rootdir/upload/test1/synctoonline', `app_path` = 'release', `backup_path` = '/opt/xebestv2/rootdir/backup/test1', `start_script_path` = '/xebest/tomcat-erp/bin/startup.sh ', `stop_script_path` = 'killall -9 java', `publish_date` = '2016-02-15 03:47:36', `war_file` = NULL, `war_file_path` = '/opt/xebestv2/rootdir/upload/test1/test1.war', `task_id` = 1068, `rollback_status` = '20160214100836' WHERE `cmdb_app`.`id` = 1; args=(u'test1', u'/opt/xebestv2/rootdir/upload/test1/synctoonline', u'release', u'/opt/xebestv2/rootdir/backup/test1', u'/xebest/tomcat-erp/bin/startup.sh ', u'killall -9 java', u'2016-02-15 03:47:36', u'/opt/xebestv2/rootdir/upload/test1/test1.war', 1068, u'20160214100836', 1)
[2016-02-17 11:00:32,969][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:00:32,970][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_tasklog` SET `task_type` = 0, `total_count` = 3, `complete_count` = 0 WHERE `cmdb_tasklog`.`id` = 1068; args=(0, 3, 0, 1068)
[2016-02-17 11:00:33,029][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:33,030][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:33,031][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:33'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:33')
[2016-02-17 11:00:33,031][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:33,032][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:33,033][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:00:33,035][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_app` SET `app_name` = 'test1', `upload_path` = '/opt/xebestv2/rootdir/upload/test1/synctoonline', `app_path` = 'release', `backup_path` = '/opt/xebestv2/rootdir/backup/test1', `start_script_path` = '/xebest/tomcat-erp/bin/startup.sh ', `stop_script_path` = 'killall -9 java', `publish_date` = '2016-02-17 03:00:33', `war_file` = NULL, `war_file_path` = '/opt/xebestv2/rootdir/upload/test1/test1.war', `task_id` = 1068, `rollback_status` = '20160214100836' WHERE `cmdb_app`.`id` = 1; args=(u'test1', u'/opt/xebestv2/rootdir/upload/test1/synctoonline', u'release', u'/opt/xebestv2/rootdir/backup/test1', u'/xebest/tomcat-erp/bin/startup.sh ', u'killall -9 java', u'2016-02-17 03:00:33', u'/opt/xebestv2/rootdir/upload/test1/test1.war', 1068, u'20160214100836', 1)
[2016-02-17 11:00:33,058][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:00:33,069][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:00:33,186][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) INSERT INTO `cmdb_logger` (`happened_time`, `operation`, `server_id`, `username`, `status`, `description`, `task_id`) VALUES ('2016-02-17 03:00:33', 0, 1, 'root', 0, 'sending incremental file list\n./\nzhaobin\n\nsent 96 bytes  received 37 bytes  266.00 bytes/sec\ntotal size is 0  speedup is 0.00', 1068); args=[u'2016-02-17 03:00:33', 0, 1, u'root', 0, 'sending incremental file list\n./\nzhaobin\n\nsent 96 bytes  received 37 bytes  266.00 bytes/sec\ntotal size is 0  speedup is 0.00', 1068]
[2016-02-17 11:00:33,211][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_server` SET `server_name` = 'client02', `ipaddr` = '192.168.26.68', `port` = 22, `username` = 'root', `password` = 'CagnqxX9RjcWZX5mSYpEjii2gkMqMsaf', `new_password` = 'CagnqxX9RjcWZX5mSYpEjii2gkMqMsaf', `app_id` = 1, `app_status` = 0, `publish_date` = '2016-02-17 03:00:33', `rollbackup_status` = '20160214100836', `task_id` = 1068, `ssh_check` = 0, `change_password_tag` = 0, `change_password_time` = '2016-02-16 03:57:58' WHERE `cmdb_server`.`id` = 1; args=(u'client02', u'192.168.26.68', 22, u'root', u'CagnqxX9RjcWZX5mSYpEjii2gkMqMsaf', u'CagnqxX9RjcWZX5mSYpEjii2gkMqMsaf', 1, False, u'2016-02-17 03:00:33', u'20160214100836', 1068, 0, 0, u'2016-02-16 03:57:58', 1)
[2016-02-17 11:00:33,511][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:33,512][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:33,512][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:33'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:33')
[2016-02-17 11:00:33,514][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:33,515][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:33,516][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:33,517][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:33,519][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:34,010][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:34,011][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:34,011][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:34'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:34')
[2016-02-17 11:00:34,012][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:34,013][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:34,014][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:34,015][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:34,015][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:34,509][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:34,510][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:34,511][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:34'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:34')
[2016-02-17 11:00:34,512][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:34,513][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:34,514][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:34,514][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:34,515][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:35,010][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:35,011][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:35,012][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:35'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:35')
[2016-02-17 11:00:35,013][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
